iter	Logloss
270	0.462962387
271	0.4625485522
272	0.4621581312
273	0.4621132306
274	0.4618669172
275	0.4612032479
276	0.4603779645
277	0.4597960864
278	0.4593449815
279	0.4589675948
280	0.4586024005
281	0.4580772408
282	0.4574383226
283	0.4569382967
284	0.4564566457
285	0.4561211954
286	0.455742265
287	0.4552927366
288	0.4552570527
289	0.4547773582
290	0.45455205
291	0.4542479922
292	0.4536512674
293	0.4532043433
294	0.4527068702
295	0.4521169068
296	0.4518869116
297	0.4514774346
298	0.4511289392
299	0.4503381235
300	0.4503068041
301	0.4497815747
302	0.4492780224
303	0.4490226221
304	0.4484907142
305	0.4480193169
306	0.4477451782
307	0.4470097132
308	0.4464608355
309	0.4461524839
310	0.445289401
311	0.4449965399
312	0.4443406298
313	0.4439199559
314	0.4435183628
315	0.4429242265
316	0.4423710087
317	0.4419667942
318	0.4415579261
319	0.4408594037
320	0.4404883486
321	0.4398759272
322	0.4394500465
323	0.4391741575
324	0.4387032753
325	0.4381068612
326	0.4376225251
327	0.437292917
328	0.4369200055
329	0.4364036651
330	0.4359913415
331	0.435684544
332	0.4353151976
333	0.4346521827
334	0.4339733721
335	0.4334243438
336	0.4331380998
337	0.4329140147
338	0.4327446365
339	0.4325222309
340	0.432138958
341	0.4315723488
342	0.4310727336
343	0.430666773
344	0.4300156243
345	0.4294795391
346	0.4291488726
347	0.4287822415
348	0.4284862366
349	0.4279527764
350	0.4279244796
351	0.4276460134
352	0.4274683564
353	0.4270725804
354	0.4268335961
355	0.4265413883
356	0.4261006807
357	0.4258438903
358	0.4256786228
359	0.4255430215
360	0.4255264176
361	0.4250457004
362	0.4248498128
363	0.4243118354
364	0.4241594501
365	0.4236809659
366	0.4232094458
367	0.4226118788
368	0.4219142704
369	0.4215791695
370	0.421228535
371	0.4212061144
372	0.4207136505
373	0.4204712746
374	0.4199356165
375	0.4195833794
376	0.4191523234
377	0.4185553783
378	0.418331286
379	0.4180256307
380	0.4176701515
381	0.4171235819
382	0.4167275833
383	0.4163348385
384	0.4161121129
385	0.4158243594
386	0.4151573647
387	0.4147857574
388	0.4142704248
389	0.4139439445
390	0.413314535
391	0.412822435
392	0.4122464639
393	0.4118630266
394	0.4115261422
395	0.4111766691
396	0.4111567588
397	0.4106529545
398	0.4103103323
399	0.4099591699
400	0.4095961648
401	0.4091766683
402	0.4088507194
403	0.4085160272
404	0.4081234667
405	0.4076299102
406	0.4072292508
407	0.4069463012
408	0.4065644102
409	0.4061397083
410	0.4060337108
411	0.4055712636
412	0.4054184285
413	0.405309499
414	0.4048961568
415	0.404446899
416	0.403924456
417	0.4035849287
418	0.403236646
419	0.4028340805
420	0.4024432576
421	0.4022803112
422	0.4018695315
423	0.401414007
424	0.4009991157
425	0.4003251871
426	0.4000209272
427	0.3997672273
428	0.3994104535
429	0.3988839936
430	0.3983261255
431	0.3978781312
432	0.3978383898
433	0.3974854561
434	0.3973277957
435	0.3972622861
436	0.3970826221
437	0.3965856695
438	0.396133444
439	0.3957480991
440	0.3953669884
441	0.3949452316
442	0.3945435594
443	0.3943646268
444	0.3940264282
445	0.3936023379
446	0.3928953952
447	0.3925182205
448	0.3922447639
449	0.3917727287
450	0.3917600223
451	0.3914283537
452	0.3910891902
453	0.3908490031
454	0.3904723585
455	0.3901237834
456	0.3897566871
457	0.3893404796
458	0.3890690325
459	0.3887427226
460	0.3886692973
461	0.3886368472
462	0.388345069
463	0.3883088199
464	0.3879972545
465	0.3874803851
466	0.3870729585
467	0.3867657241
468	0.3861466957
469	0.3859757347
470	0.385614601
471	0.3853533093
472	0.3848940576
473	0.3843720358
474	0.384033467
475	0.3838192414
476	0.3834783302
477	0.3830458161
478	0.3825869468
479	0.3821229721
480	0.3818104122
481	0.3816724008
482	0.3813673363
483	0.3812639778
484	0.3809042564
485	0.3804629979
486	0.3800731218
487	0.3797061319
488	0.3793743354
489	0.3791375472
490	0.378823146
491	0.3785818991
492	0.378235214
493	0.3776329258
494	0.3774226475
495	0.3770747183
496	0.3769214274
497	0.3767433539
498	0.376405786
499	0.3759381274
