iter	Passed	Remaining
164	948	1926
165	953	1919
166	957	1909
167	961	1900
168	965	1890
169	968	1880
170	971	1869
171	976	1861
172	980	1853
173	983	1842
174	987	1833
175	990	1822
176	994	1814
177	997	1803
178	1000	1795
179	1005	1786
180	1008	1777
181	1012	1768
182	1016	1761
183	1019	1751
184	1022	1741
185	1027	1734
186	1033	1729
187	1037	1721
188	1041	1714
189	1044	1704
190	1049	1697
191	1054	1691
192	1057	1682
193	1061	1673
194	1065	1665
195	1068	1657
196	1072	1648
197	1076	1641
198	1078	1631
199	1083	1625
200	1087	1617
201	1091	1609
202	1094	1601
203	1099	1595
204	1104	1589
205	1109	1583
206	1114	1578
207	1119	1572
208	1124	1565
209	1128	1558
210	1132	1551
211	1135	1543
212	1139	1535
213	1142	1527
214	1145	1518
215	1148	1510
216	1153	1504
217	1156	1496
218	1159	1487
219	1163	1480
220	1166	1472
221	1169	1464
222	1173	1457
223	1176	1449
224	1181	1444
225	1184	1436
226	1188	1429
227	1194	1425
228	1199	1420
229	1205	1415
230	1211	1411
231	1217	1406
232	1221	1399
233	1226	1394
234	1231	1388
235	1234	1381
236	1238	1374
237	1241	1366
238	1243	1358
239	1247	1350
240	1250	1343
241	1252	1335
242	1256	1329
243	1262	1324
244	1266	1318
245	1272	1313
246	1277	1308
247	1281	1301
248	1283	1294
249	1289	1289
250	1296	1285
251	1304	1283
252	1311	1280
253	1316	1274
254	1321	1269
255	1324	1262
256	1329	1257
257	1334	1251
258	1338	1245
259	1341	1238
260	1344	1231
261	1348	1225
262	1353	1219
263	1357	1213
264	1362	1208
265	1365	1201
266	1369	1195
267	1373	1189
268	1378	1183
269	1382	1177
270	1386	1171
271	1390	1165
272	1394	1159
273	1398	1153
274	1403	1148
275	1408	1142
276	1412	1137
277	1416	1130
278	1419	1124
279	1422	1117
280	1426	1111
281	1429	1105
282	1432	1098
283	1437	1092
284	1443	1089
285	1451	1085
286	1458	1082
287	1464	1078
288	1470	1073
289	1475	1068
290	1481	1064
291	1487	1059
292	1493	1055
293	1497	1048
294	1500	1042
295	1503	1036
296	1507	1030
297	1512	1025
298	1516	1019
299	1520	1013
300	1524	1007
301	1528	1002
302	1533	996
303	1536	990
304	1540	985
305	1545	979
306	1549	973
307	1553	968
308	1557	962
309	1561	957
310	1566	951
311	1569	945
312	1573	940
313	1577	934
314	1583	930
315	1587	924
316	1591	918
317	1595	912
318	1599	907
319	1603	902
320	1609	897
321	1613	891
322	1617	886
323	1620	880
324	1624	874
325	1628	869
326	1633	864
327	1637	858
328	1641	853
329	1645	847
330	1649	842
331	1652	836
332	1656	830
333	1662	826
334	1667	821
335	1671	815
336	1675	810
337	1678	804
338	1682	798
339	1685	793
340	1688	787
341	1692	781
342	1695	776
343	1699	770
344	1702	764
345	1707	760
346	1714	756
347	1719	750
348	1724	746
349	1728	740
350	1732	735
351	1737	730
352	1741	725
353	1747	720
354	1751	715
355	1755	710
356	1760	705
357	1766	700
358	1770	695
359	1774	690
360	1777	684
361	1781	679
362	1785	673
363	1788	668
364	1791	662
365	1794	657
366	1797	651
367	1800	645
368	1803	640
369	1805	634
370	1810	629
371	1813	624
372	1816	618
373	1819	612
374	1822	607
375	1824	601
376	1828	596
377	1831	591
378	1835	586
379	1838	580
380	1840	574
381	1843	569
382	1846	564
383	1849	558
384	1853	553
385	1855	548
386	1857	542
387	1861	537
388	1863	531
389	1866	526
390	1870	521
391	1876	516
392	1880	511
393	1885	507
394	1887	501
395	1892	496
396	1895	491
397	1898	486
398	1902	481
399	1907	476
400	1911	471
401	1914	466
402	1918	461
403	1921	456
404	1924	451
405	1927	446
406	1931	441
407	1935	436
408	1937	431
409	1941	426
410	1946	421
411	1954	417
412	1991	419
413	1997	414
414	2002	410
415	2007	405
416	2012	400
417	2018	395
418	2025	391
419	2030	386
420	2036	382
421	2041	377
422	2046	372
423	2052	367
424	2057	363
425	2062	358
426	2067	353
427	2074	348
428	2079	344
429	2083	339
430	2089	334
431	2095	329
432	2101	325
433	2106	320
434	2111	315
435	2116	310
436	2122	306
437	2127	301
438	2133	296
439	2137	291
440	2142	286
441	2147	281
442	2153	277
443	2158	272
444	2163	267
445	2168	262
446	2174	257
447	2178	252
448	2184	248
449	2188	243
450	2194	238
451	2198	233
452	2203	228
453	2208	223
454	2213	218
455	2218	214
456	2223	209
457	2228	204
458	2233	199
459	2238	194
460	2243	189
461	2247	184
462	2251	179
463	2257	175
464	2262	170
465	2267	165
466	2271	160
467	2277	155
468	2282	150
469	2288	146
470	2293	141
471	2298	136
472	2303	131
473	2307	126
474	2313	121
475	2317	116
476	2321	111
477	2325	107
478	2330	102
479	2334	97
480	2340	92
481	2345	87
482	2351	82
483	2357	77
484	2364	73
485	2370	68
486	2375	63
487	2380	58
488	2386	53
489	2390	48
490	2396	43
491	2403	39
492	2408	34
493	2412	29
494	2417	24
495	2422	19
496	2427	14
497	2432	9
498	2437	4
499	2443	0
