iter	Logloss
351	0.4239826368
352	0.4239515438
353	0.4234501144
354	0.4232216165
355	0.4227257924
356	0.4222775853
357	0.4220361053
358	0.4215495996
359	0.4209266658
360	0.4203546589
361	0.4199196906
362	0.419892979
363	0.4192177232
364	0.418872429
365	0.4186129721
366	0.4183543024
367	0.4177311393
368	0.4173038457
369	0.4172852659
370	0.4171489229
371	0.416766776
372	0.4162692127
373	0.4158879078
374	0.4155751147
375	0.4150010327
376	0.414534437
377	0.4138096145
378	0.4133237707
379	0.4127570825
380	0.4121933213
381	0.4117231271
382	0.4111157847
383	0.4110797254
384	0.4106857275
385	0.4105921679
386	0.4102024399
387	0.4096340293
388	0.4092268648
389	0.4087798921
390	0.408668774
391	0.408212982
392	0.407875404
393	0.4073814379
394	0.4071952665
395	0.4068386071
396	0.4065681435
397	0.4062410147
398	0.4057936826
399	0.4053499631
400	0.4049902533
401	0.4044545966
402	0.4041075195
403	0.403615128
404	0.4033230382
405	0.4033090932
406	0.4029385399
407	0.4026808885
408	0.4022614801
409	0.402249052
410	0.4019389857
411	0.4012863591
412	0.4010554617
413	0.4006575924
414	0.4002311053
415	0.4001136549
416	0.3995250719
417	0.3989782341
418	0.3985516614
419	0.398205696
420	0.3977623786
421	0.3977461247
422	0.3973641645
423	0.3970617188
424	0.3967349342
425	0.3962758547
426	0.3959399802
427	0.3954494687
428	0.3950816501
429	0.3947188264
430	0.394405019
431	0.3938854207
432	0.3935357769
433	0.3933519961
434	0.3930051378
435	0.3929109154
436	0.3926368488
437	0.3921154746
438	0.3917776027
439	0.3914706864
440	0.3910212982
441	0.3905798502
442	0.3902953461
443	0.3896687737
444	0.3891718685
445	0.3888741819
446	0.3887205431
447	0.3885661499
448	0.3880428121
449	0.3877971778
450	0.3872963416
451	0.3869617219
452	0.3866121151
453	0.3866027799
454	0.3862995902
455	0.386045308
456	0.3857180945
457	0.3854029746
458	0.384999837
459	0.3845299605
460	0.3840772063
461	0.3835089897
462	0.3830993553
463	0.3824634369
464	0.3820470371
465	0.3815789854
466	0.3813505778
467	0.3810624952
468	0.3807213802
469	0.3803531129
470	0.3799103916
471	0.3795087822
472	0.379170418
473	0.3789025934
474	0.3786629013
475	0.3785316938
476	0.3781427273
477	0.3780108606
478	0.3779952994
479	0.3779823394
480	0.3776245238
481	0.3770575864
482	0.3768794366
483	0.3766520479
484	0.3763458274
485	0.3759149357
486	0.3754983622
487	0.3751897568
488	0.3748147075
489	0.3743712534
490	0.3741071186
491	0.3736650384
492	0.3736545069
493	0.3732985024
494	0.3728838897
495	0.3727758313
496	0.3723335924
497	0.3718123077
498	0.3715045731
499	0.3710910826
