iter	Logloss
165	0.5231114896
166	0.5222310261
167	0.521598546
168	0.5209421785
169	0.5204069127
170	0.5200174014
171	0.5195096678
172	0.5189332281
173	0.5182500879
174	0.51793167
175	0.5174744972
176	0.5169618014
177	0.5163093581
178	0.5158296974
179	0.5154366763
180	0.5151740591
181	0.5145867506
182	0.5139555401
183	0.5133457892
184	0.5124191305
185	0.511877485
186	0.5114484908
187	0.5106434463
188	0.5103362407
189	0.5098118172
190	0.5089705453
191	0.5082871317
192	0.5078867568
193	0.5074694801
194	0.5071239812
195	0.5068068829
196	0.5062721772
197	0.5053204561
198	0.504841287
199	0.5039341729
200	0.5031720691
201	0.5029826009
202	0.5025791728
203	0.5020180564
204	0.5013377867
205	0.5006062437
206	0.4998067967
207	0.4992376981
208	0.4986227839
209	0.4977536021
210	0.4972141289
211	0.4967342756
212	0.4960444517
213	0.4955064747
214	0.4951877861
215	0.4950602754
216	0.4945467511
217	0.4936517161
218	0.492682978
219	0.4922276769
220	0.4917839561
221	0.4912259732
222	0.4902783525
223	0.4898913962
224	0.4891989748
225	0.4886032002
226	0.4880009767
227	0.487455725
228	0.4870229354
229	0.4863203031
230	0.4858664085
231	0.4852753286
232	0.4845420356
233	0.4838545127
234	0.4836517384
235	0.4832163841
236	0.482548657
237	0.4819044469
238	0.4815374938
239	0.4808361406
240	0.4802840425
241	0.4795791977
242	0.4790971269
243	0.4785732672
244	0.4778518505
245	0.4773535955
246	0.4770570713
247	0.4765764223
248	0.4761041929
249	0.4755731236
250	0.4751832492
251	0.4747865925
252	0.4742882834
253	0.4736150753
254	0.4732594894
255	0.472749286
256	0.4722335111
257	0.471893226
258	0.4712846338
259	0.4706949883
260	0.4702482375
261	0.4694811116
262	0.4690177859
263	0.4685674621
264	0.4682438449
265	0.4676371613
266	0.4671339776
267	0.4666881386
268	0.4661137918
269	0.4653946586
270	0.4651142105
271	0.4645876118
272	0.4643281706
273	0.4642832819
274	0.4640886287
275	0.4633061544
276	0.4628733528
277	0.4621161332
278	0.4615745165
279	0.4611346749
280	0.4601822011
281	0.4596630065
282	0.4591789502
283	0.4588161589
284	0.4581258933
285	0.4578511893
286	0.4574616041
287	0.4571226391
288	0.4563880279
289	0.4558082497
290	0.4553851126
291	0.4551196026
292	0.4545766643
293	0.4539421036
294	0.453458975
295	0.4529264684
296	0.4523990768
297	0.4520339957
298	0.4516721584
299	0.4512144079
300	0.4505790627
301	0.4503135873
302	0.449934813
303	0.4491948422
304	0.4485825044
305	0.4479382352
306	0.4475506163
307	0.4473951411
308	0.4470036997
309	0.4464800408
310	0.4464443853
311	0.4461165563
312	0.4452814011
313	0.4449073219
314	0.444425516
315	0.4440319931
316	0.4437189108
317	0.4435584687
318	0.4431239945
319	0.4428822355
320	0.4421655246
321	0.4415837267
322	0.441231776
323	0.4409431978
324	0.440351646
325	0.440297273
326	0.4395945439
327	0.4392361859
328	0.4386655982
329	0.4378823072
330	0.4374037117
331	0.4371925431
332	0.4368925315
333	0.4361624018
334	0.435771716
335	0.4353552335
336	0.4349389034
337	0.4345044226
338	0.4340951019
339	0.4336645851
340	0.4334286013
341	0.4329129369
342	0.4325472569
343	0.4321294193
344	0.431586105
345	0.431151059
346	0.4305564901
347	0.4301183107
348	0.4297572689
349	0.4294734984
350	0.4289775792
351	0.4286085513
352	0.4280691367
353	0.4275193644
354	0.427181006
355	0.4267354811
356	0.4262915382
357	0.4260968766
358	0.4256639872
359	0.4252161228
360	0.4247998615
361	0.4245666687
362	0.4241532178
363	0.4235800014
364	0.4232273511
365	0.4227522058
366	0.4222320026
367	0.4217706563
368	0.4212283421
369	0.4211956708
370	0.4206856403
371	0.4202543388
372	0.4198506348
373	0.4192844308
374	0.4187749287
375	0.4183142726
376	0.4178515443
377	0.4175811042
378	0.417156016
379	0.417044951
380	0.4168281179
381	0.4163236142
382	0.4162297913
383	0.4157076873
384	0.4151526496
385	0.4149136669
386	0.4146026456
387	0.414584349
388	0.4140798838
389	0.4134355315
390	0.4130870198
391	0.4124165432
392	0.4119377342
393	0.4115456166
394	0.4109373545
395	0.4106255836
396	0.4100921779
397	0.4095015606
398	0.4093828326
399	0.4087708205
400	0.4083963917
401	0.4080587145
402	0.4077136496
403	0.4072727639
404	0.4070558199
405	0.4063888464
406	0.4061224837
407	0.4057600845
408	0.405364886
409	0.4052347674
410	0.4051323367
411	0.4044634319
412	0.4039907975
413	0.4036679305
414	0.4033967449
415	0.4032048142
416	0.4030186218
417	0.4027669298
418	0.4023789548
419	0.401927431
420	0.4017168088
421	0.4011908172
422	0.4006271886
423	0.4001495661
424	0.3998714942
425	0.3996888169
426	0.3992081147
427	0.3989490737
428	0.3984669118
429	0.3981713767
430	0.3979288496
431	0.3972944774
432	0.3968977968
433	0.396581723
434	0.3960938305
435	0.396067196
436	0.3958355032
437	0.3955742847
438	0.3952729845
439	0.394981777
440	0.3947033129
441	0.3946808007
442	0.3944123678
443	0.3943471602
444	0.3940523796
445	0.3935640738
446	0.393197547
447	0.3928821345
448	0.3925165231
449	0.3920563627
450	0.3915941846
451	0.3915556555
452	0.3913261964
453	0.3908917227
454	0.3904911521
455	0.3902701916
456	0.3900973671
457	0.3898081687
458	0.3897058486
459	0.3893602001
460	0.3890404681
461	0.3887033836
462	0.3881809404
463	0.387827801
464	0.3875069027
465	0.3874896061
466	0.3868958886
467	0.3864666854
468	0.3859371576
469	0.3856531842
470	0.3854625875
471	0.3849709473
472	0.3847744914
473	0.3843883774
474	0.3841012212
475	0.3837844935
476	0.3835310901
477	0.383512843
478	0.3832658878
479	0.3828534403
480	0.3824111641
481	0.3819867928
482	0.3817193862
483	0.3816559123
484	0.3810728739
485	0.3806803135
486	0.3800747059
487	0.3800575151
488	0.379631163
489	0.3792063697
490	0.3788572517
491	0.3785100118
492	0.3781961647
493	0.3776375401
494	0.3776005497
495	0.376900975
496	0.3765850659
497	0.3765697082
498	0.376313162
499	0.3760501169
