iter	Passed	Remaining
362	1029	388
363	1032	385
364	1034	382
365	1036	379
366	1039	376
367	1042	373
368	1044	370
369	1047	368
370	1049	365
371	1052	362
372	1054	359
373	1056	356
374	1058	352
375	1059	349
376	1063	346
377	1065	343
378	1067	340
379	1070	338
380	1072	335
381	1075	332
382	1077	329
383	1079	326
384	1081	323
385	1083	320
386	1087	317
387	1089	314
388	1092	311
389	1095	309
390	1098	306
391	1099	302
392	1103	300
393	1105	297
394	1107	294
395	1111	291
396	1114	289
397	1118	286
398	1123	284
399	1125	281
400	1128	278
401	1130	275
402	1132	272
403	1135	269
404	1137	266
405	1139	263
406	1142	261
407	1144	258
408	1146	255
409	1148	252
410	1151	249
411	1153	246
412	1155	243
413	1157	240
414	1160	237
415	1162	234
416	1164	231
417	1168	229
418	1170	226
419	1172	223
420	1176	220
421	1180	218
422	1183	215
423	1186	212
424	1191	210
425	1198	208
426	1203	205
427	1206	202
428	1208	199
429	1210	197
430	1214	194
431	1217	191
432	1219	188
433	1222	185
434	1224	182
435	1227	180
436	1230	177
437	1232	174
438	1235	171
439	1237	168
440	1240	165
441	1242	163
442	1244	160
443	1247	157
444	1250	154
445	1251	151
446	1254	148
447	1256	145
448	1258	142
449	1259	139
450	1261	137
451	1264	134
452	1266	131
453	1268	128
454	1271	125
455	1274	122
456	1276	120
457	1279	117
458	1281	114
459	1284	111
460	1286	108
461	1289	106
462	1291	103
463	1295	100
464	1297	97
465	1299	94
466	1301	91
467	1305	89
468	1307	86
469	1311	83
470	1315	81
471	1318	78
472	1321	75
473	1324	72
474	1325	69
475	1329	67
476	1330	64
477	1333	61
478	1335	58
479	1337	55
480	1339	52
481	1341	50
482	1344	47
483	1346	44
484	1349	41
485	1351	38
486	1354	36
487	1356	33
488	1358	30
489	1360	27
490	1363	24
491	1365	22
492	1369	19
493	1371	16
494	1373	13
495	1377	11
496	1379	8
497	1380	5
498	1383	2
499	1385	0
