iter	Logloss
225	0.4888743309
226	0.4882165397
227	0.4874775
228	0.4869506457
229	0.4868469818
230	0.4861473679
231	0.4853751425
232	0.4845030386
233	0.4838842237
234	0.4833376216
235	0.4827405223
236	0.4818407745
237	0.481265245
238	0.4807137743
239	0.4797107566
240	0.4789027046
241	0.4783410701
242	0.4775832573
243	0.4770752157
244	0.476996911
245	0.4766482582
246	0.4762283145
247	0.4757009841
248	0.4750088645
249	0.4744541641
250	0.4741271279
251	0.4737948608
252	0.4731366227
253	0.4725032775
254	0.4717326041
255	0.4713654349
256	0.4708815637
257	0.4702730468
258	0.4698379253
259	0.4691727802
260	0.4686590451
261	0.467706042
262	0.4672541785
263	0.4666246111
264	0.4659684886
265	0.4654946416
266	0.4650012821
267	0.4645044992
268	0.4639253422
269	0.4633481359
270	0.4629067274
271	0.4626151642
272	0.4621209351
273	0.4615121621
274	0.4610540717
275	0.4607449234
276	0.4603027367
277	0.4598008547
278	0.45920007
279	0.4586486908
280	0.4580782974
281	0.4575271515
282	0.4571225412
283	0.4567013038
284	0.4564905816
285	0.4557811694
286	0.4555234493
287	0.4550631009
288	0.4547442002
289	0.4541972463
290	0.4535076231
291	0.453036025
292	0.4526706204
293	0.4521577012
294	0.4516735918
295	0.4511832397
296	0.450684854
297	0.4504183474
298	0.4500560184
299	0.4496602754
300	0.4490485617
301	0.4486585116
302	0.448282672
303	0.4480588908
304	0.4479777289
305	0.4473916888
306	0.4470191722
307	0.4464626009
308	0.4460544853
309	0.4454777175
310	0.4453392958
311	0.4448903155
312	0.4445233854
313	0.444259094
314	0.4437016974
315	0.4432140321
316	0.4427790683
317	0.4420254889
318	0.4412770738
319	0.4408329611
320	0.440500624
321	0.4402234203
322	0.4396676871
323	0.4391140527
324	0.4386128859
325	0.4383092216
326	0.4378635572
327	0.437809135
328	0.4374970827
329	0.437048708
330	0.4366753593
331	0.4366211552
332	0.43611607
333	0.4358475579
334	0.4353139596
335	0.4349633933
336	0.4344577553
337	0.4342204531
338	0.4335549037
339	0.4330888406
340	0.4327165598
341	0.4323501771
342	0.4316779452
343	0.431253049
344	0.4309051405
345	0.4302842314
346	0.4297644522
347	0.4297095466
348	0.4293262232
349	0.4288531962
350	0.428517148
351	0.4279794255
352	0.4275455177
353	0.427260576
354	0.4267389946
355	0.4262635221
356	0.4259402424
357	0.4254038447
358	0.4248983388
359	0.4244653856
360	0.4239444865
361	0.4236259271
362	0.4231930866
363	0.4228402883
364	0.4223980548
365	0.4218244958
366	0.4209561301
367	0.4204278847
368	0.4200878872
369	0.4197855691
370	0.4193733665
371	0.4187443113
372	0.4184333169
373	0.4179696441
374	0.4175280463
375	0.4171003958
376	0.4166009607
377	0.4162608782
378	0.4158513517
379	0.4153710508
380	0.414886347
381	0.4145542939
382	0.4142643373
383	0.4138690455
384	0.4133313692
385	0.412964738
386	0.4126573718
387	0.4122544238
388	0.4116236229
389	0.4113923714
390	0.411180001
391	0.4109268594
392	0.4105692846
393	0.4103516692
394	0.409980642
395	0.4099456717
396	0.4097678738
397	0.4091485534
398	0.4085791751
399	0.4085229301
400	0.4082084023
401	0.4081659554
402	0.4077400208
403	0.4073990515
404	0.4072200775
405	0.4069016678
406	0.406494347
407	0.405990785
408	0.4056028867
409	0.4052128654
410	0.4051705472
411	0.404900208
412	0.4044663785
413	0.4041413552
414	0.4038099275
415	0.4034781278
416	0.4031121206
417	0.4027485023
418	0.4022579231
419	0.4017939822
420	0.4011553104
421	0.4007123845
422	0.400236285
423	0.4000525371
424	0.399732018
425	0.3993887151
426	0.3989946255
427	0.3987401725
428	0.398588627
429	0.398532463
430	0.3981481118
431	0.3978858597
432	0.3974403777
433	0.3970741948
434	0.3970062855
435	0.3966506769
436	0.3962416988
437	0.3957568402
438	0.3953968566
439	0.3951799429
440	0.3949878454
441	0.3945774479
442	0.3941747994
443	0.3936640139
444	0.3932954838
445	0.3927483102
446	0.3920593873
447	0.3916361537
448	0.3911802739
449	0.3909244981
450	0.3906314738
451	0.3902814872
452	0.3898748907
453	0.3894682792
454	0.3891950763
455	0.3888137492
456	0.3885655838
457	0.388135038
458	0.3878527845
459	0.3878090775
460	0.3874551433
461	0.3871023565
462	0.3868840435
463	0.3865196049
464	0.3861012839
465	0.385884892
466	0.3853738879
467	0.3851608627
468	0.3851034716
469	0.3846979178
470	0.3845759638
471	0.3842947083
472	0.3839664155
473	0.3835659006
474	0.383044549
475	0.3829249346
476	0.3827067449
477	0.3826298005
478	0.3822356287
479	0.3818597274
480	0.3814812582
481	0.3812984458
482	0.3811568763
483	0.3807584427
484	0.3805572861
485	0.3801774304
486	0.3797797
487	0.3794430554
488	0.3792080691
489	0.3790905191
490	0.3788053343
491	0.3780884094
492	0.377825586
493	0.3776463659
494	0.3775632241
495	0.3771893939
496	0.3768783279
497	0.3765129429
498	0.3763198261
499	0.3761353205
