,CUSTOMER_ID,ANCHOR_CUTOFF,NEXT_ANCHOR_CUTOFF,SALES_OFFICE_DESCRIPTION,DISTRIBUTION_MODE_DESCRIPTION,COLD_DRINK_CHANNEL_DESCRIPTION,CUSTOMER_SUB_TRADE_CHANNEL_DESCRIPTION,DEVICE_CATEGORY,DEVICE_MOBILE_BRAND_NAME,DEVICE_OPERATING_SYSTEM,ORDER_QUANTITY,ORDER_TYPE,PLANT_ID,WINDOW_FREQUENCY,SHIPPING_CONDITION_TIME,total_adds,total_removes,has_order,is_abandoned,total_profit,total_volume,PACK_TYPE_DESC,TRADE_MARK_DESC,FLAVOUR_DESC,BEV_CAT_DESC,PACK_SIZE_OZ
0,501131240,2025-02-07 16:30:00,2025-02-14 16:30:00,,,,,,,,3.0,SALES REP,G261,7,48hrs,0.0,0.0,1,0,4338.379999999995,516.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
1,501347480,2025-02-19 14:00:00,2025-03-19 14:00:00,,,,,,,,,,G238,28,24hrs,0.0,0.0,0,0,60.519999999999996,6.0,Aluminum Can,Lucy & Co.,Strawberry Tart,CORE SPARKLING,12.0
2,501776493,2025-05-16 14:00:00,2025-05-30 14:00:00,,,,,,,,,,G222,14,24hrs,0.0,0.0,0,0,379.52,24.0,Glass Bottle  - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,0.0
3,501776561,2025-01-15 10:30:00,2025-01-22 10:30:00,,,,,,,,,,G185,7,24hrs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0
4,501141721,2025-02-07 11:00:00,2025-03-07 11:00:00,,,,,,,,,,G291,28,24hrs,0.0,0.0,0,0,35.33,3.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
5,501760964,2025-03-05 16:00:00,2025-03-12 16:00:00,,,,,,,,,,G294,7,24hrs,0.0,0.0,0,0,133.6,7.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,CORE SPARKLING,0.0
6,501372202,2024-11-25 10:00:00,2024-12-02 10:00:00,,,,,,,,,,G121,7,24hrs,0.0,0.0,0,0,1101.2699999999998,40.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
7,500769523,2025-01-28 13:30:00,2025-02-25 13:30:00,"Albuquerque, NM",Rapid Delivery,Hotel,Motel,desktop,Google,Windows,3.0,SALES REP,G267,28,24hrs,334.0,167.0,1,0,2324.6900000000005,192.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,SPORTS DRINKS,20.0
8,600565386,2025-02-03 15:30:00,2025-03-03 15:30:00,"Wilsonville, OR",OFS,Store,Hardware Store,desktop,Microsoft,Windows,4.0,MYCOKE360,G221,28,24hrs,3339.0,0.0,1,0,897.4000000000001,44.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
9,500510314,2024-07-01 11:00:00,2024-07-15 11:00:00,,,,,,,,10.0,SALES REP,G143,14,24hrs,0.0,0.0,1,0,16437.69999999998,1522.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
10,500468797,2024-06-24 15:00:00,2024-07-22 15:00:00,,,,,,,,,,G235,28,24hrs,0.0,0.0,0,0,946.47,75.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
11,500510314,2025-03-03 11:00:00,2025-03-17 11:00:00,"Boise, ID",Sideload,Hot Beverage,Traditional Store,desktop,Google,Windows,10.0,SALES REP,G143,14,24hrs,0.0,0.0,1,0,16437.69999999998,1522.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
12,501213697,2024-11-19 18:00:00,2024-11-26 18:00:00,,,,,,,,,,G111,7,72hrs,0.0,0.0,0,0,142900.3099999999,10998.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
13,501764828,2024-12-27 15:00:00,2025-01-03 15:00:00,,,,,,,,,,G141,7,24hrs,0.0,0.0,0,0,757.3399999999999,48.0,Aluminum Can,Bobby's Bottles,Mint Cookie,ENERGY DRINKS,16.0
14,501583533,2025-01-08 12:00:00,2025-02-05 12:00:00,,,,,,,,,,G171,28,24hrs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0
15,501541525,2025-04-25 15:00:00,2025-05-23 15:00:00,,,,,,,,,,G141,28,24hrs,0.0,0.0,0,0,379.78,10.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
16,501698067,2025-04-24 16:30:00,2025-05-22 16:30:00,,,,,,,,,,G161,28,48hrs,0.0,0.0,0,0,250.82,12.0,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
17,501401179,2024-06-19 11:00:00,2024-07-03 11:00:00,,,,,,,,,,G291,14,24hrs,0.0,0.0,0,0,1392.7300000000005,70.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
18,501793692,2025-03-12 15:30:00,2025-03-19 15:30:00,,,,,,,,,,G221,7,24hrs,0.0,0.0,0,0,449.66,14.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0
19,501435493,2024-06-19 14:00:00,2024-06-26 14:00:00,,,,,,,,,,G238,7,24hrs,0.0,0.0,0,0,155.69,4.0,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0
20,501777224,2025-01-17 15:00:00,2025-01-24 15:00:00,,,,,,,,,,G236,7,24hrs,0.0,0.0,0,0,2525.45,95.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
21,501786905,2025-02-28 11:00:00,2025-03-28 11:00:00,,,,,,,,,,G291,28,24hrs,0.0,0.0,0,0,740.39,50.0,Aluminum Can - SLIIM,Fizz Factory,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),12.0
22,501401179,2025-02-07 11:00:00,2025-03-07 11:00:00,"Bellevue, WA",OFS,Restaurant,Asian Fast Food,desktop,Microsoft,Windows,2.0,MYCOKE360,G291,28,24hrs,1992.0,332.0,1,0,1392.7300000000005,70.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
23,600575983,2024-06-17 16:00:00,2024-07-01 16:00:00,,,,,,,,,,G294,14,24hrs,0.0,0.0,0,0,294.5199999999999,36.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
24,501785552,2025-02-19 11:30:00,2025-02-26 11:30:00,,,,,,,,,,G292,7,24hrs,0.0,0.0,0,0,40.29,2.0,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
25,500643185,2025-02-07 16:30:00,2025-02-14 16:30:00,,,,,,,,,,G261,7,48hrs,0.0,0.0,0,0,367.36,49.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
26,500721869,2024-12-27 12:00:00,2025-01-24 12:00:00,"Reno, NV",Sideload,Attraction,Recreation Center,desktop,Microsoft,Windows,,,G171,28,24hrs,2050.0,820.0,0,1,0.0,0.0,0,0,0,0,0.0
27,501204877,2024-08-05 12:00:00,2024-08-12 12:00:00,,,,,,,,16.0,SALES REP,G171,7,24hrs,0.0,0.0,1,0,9523.069999999996,1271.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,16.0
28,501778367,2025-04-09 16:00:00,2025-04-23 16:00:00,,,,,,,,,,G263,14,24hrs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0
29,500513788,2025-02-12 13:30:00,2025-03-12 13:30:00,"Albuquerque, NM",Rapid Delivery,Clinic,Healthcare Facility,desktop,Google,Windows,17.0,MYCOKE360,G267,28,24hrs,15744.0,1968.0,1,0,7085.7900000000045,647.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,20.0
30,600685676,2025-02-04 15:30:00,2025-02-11 15:30:00,,,,,,,,84.0,MYCOKE360,G221,7,24hrs,0.0,0.0,1,0,57391.16,7101.0,Aluminum Can,Fizz Factory,Vanilla Latte,CORE SPARKLING,12.0
31,500850918,2024-11-26 18:00:00,2024-12-24 18:00:00,"Draper, UT",Sideload,Hot Beverage,Independent Store,desktop,Mozilla,Windows,1.0,MYCOKE360,G111,28,72hrs,1130.0,0.0,1,0,0.0,0.0,0,0,0,0,0.0
32,500315319,2024-11-25 18:00:00,2024-12-09 18:00:00,"Draper, UT",Sideload,Restaurant,Fast Food,desktop,Apple,Macintosh,6.0,MYCOKE360,G111,14,72hrs,4155.0,0.0,1,0,7722.129999999997,485.0,Glass Bottle  - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
33,501482797,2024-06-17 14:00:00,2024-07-01 14:00:00,"Colorado Springs, CO",OFS,Hot Beverage,Liquor Store,desktop,Google,Windows,5.0,SALES REP,G238,14,24hrs,0.0,0.0,1,0,4975.450000000002,392.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
34,600552087,2024-06-11 11:30:00,2024-06-25 11:30:00,,,,,,,,4.0,SALES REP,G292,14,24hrs,0.0,0.0,1,0,10656.700000000006,545.0,Aluminum Can,Fizz Factory,Vanilla Latte,CORE SPARKLING,16.0
35,600103954,2025-03-31 16:30:00,2025-04-07 16:30:00,,,,,,,,,,G163,7,48hrs,0.0,0.0,0,0,9775.250000000005,1044.0,Aluminum Can,Fizz Factory,Vanilla Latte,CORE SPARKLING,16.0
36,600255520,2025-02-06 13:30:00,2025-03-06 13:30:00,"Albuquerque, NM",Rapid Delivery,Store,Auto Service,desktop,Google,Windows,2.0,MYCOKE360,G267,28,24hrs,1512.0,504.0,1,0,832.3600000000002,38.0,Bag-In-Box,Billy's Lemonade,Mango,SPORTS DRINKS,320.0
37,600550110,2024-06-20 11:00:00,2024-06-27 11:00:00,,,,,,,,,,G291,7,24hrs,0.0,0.0,0,0,5550.280000000001,276.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
38,501604519,2024-10-24 15:00:00,2024-10-31 15:00:00,,,,,,,,,,G115,7,24hrs,0.0,0.0,0,0,52.98,2.0,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0
39,501525781,2025-02-11 15:00:00,2025-02-25 15:00:00,"Denver, CO",Sideload,Workplace,Transport Service,desktop,Google,Windows,7.0,MYCOKE360,G236,14,24hrs,0.0,0.0,1,0,25178.53999999999,967.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
40,501696761,2025-03-06 11:00:00,2025-03-13 11:00:00,"Boise, ID",Sideload,Restaurant,Burger Fast Food,desktop,Apple,Macintosh,3.0,MYCOKE360,G143,7,24hrs,396.0,0.0,1,0,2780.5700000000006,111.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
41,501665986,2024-06-17 15:30:00,2024-07-01 15:30:00,,,,,,,,2.0,SALES REP,G221,14,24hrs,0.0,0.0,1,0,743.99,30.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
42,501691656,2025-04-14 16:30:00,2025-04-21 16:30:00,"Flagstaff, AZ",OFS,Hot Beverage,Local Convenience,desktop,Google,Windows,2.0,SALES REP,G161,7,48hrs,0.0,0.0,1,0,8475.989999999996,623.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
43,501073948,2025-04-04 11:30:00,2025-04-11 11:30:00,,,,,,,,10.0,MYCOKE LEGACY,G292,7,24hrs,0.0,0.0,1,0,4743.9,1373.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
44,501726342,2024-09-24 15:00:00,2024-10-01 15:00:00,,,,,,,,,,G236,7,24hrs,0.0,0.0,0,0,1950.4499999999994,140.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
45,600586959,2025-01-22 11:00:00,2025-01-29 11:00:00,,,,,,,,2.0,SALES REP,G291,7,24hrs,0.0,0.0,1,0,8613.33,803.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
46,600056862,2024-11-18 18:00:00,2024-12-16 18:00:00,,,,,,,,,,G111,28,72hrs,0.0,0.0,0,0,6300.010000000002,513.0,Plastic Bottle - Other,Billy's Lemonade,Vanilla Latte,CORE SPARKLING,20.0
47,600062899,2025-05-12 15:00:00,2025-05-19 15:00:00,"Glenwood Springs, CO",Sideload,Clinic,Healthcare Facility,desktop,Google,Windows,6.0,SALES REP,G133,7,24hrs,0.0,0.0,1,0,14850.629999999992,1524.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,12.0
48,600062899,2024-07-04 15:00:00,2024-07-11 15:00:00,,,,,,,,,,G133,7,24hrs,0.0,0.0,0,0,14850.629999999992,1524.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,12.0
49,600266502,2025-02-07 16:30:00,2025-02-21 16:30:00,,,,,,,,5.0,CALL CENTER,G261,14,48hrs,0.0,0.0,1,0,10998.75,778.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,CORE SPARKLING,20.0
50,501665019,2025-02-03 15:00:00,2025-02-10 15:00:00,,,,,,,,,,G236,7,24hrs,0.0,0.0,0,0,4489.629999999999,124.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0
51,501700073,2024-07-30 12:00:00,2024-08-06 12:00:00,,,,,,,,,,G181,7,24hrs,0.0,0.0,0,0,283.72,4.0,Plastic Bottle - Other,Fizz Factory,Coconut,DAIRY/SOY BEVERAGES,14.0
52,501579704,2025-02-05 16:30:00,2025-02-12 16:30:00,,,,,,,,,,G261,7,48hrs,0.0,0.0,0,0,6970.589999999999,374.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
53,600079073,2025-04-15 12:00:00,2025-04-29 12:00:00,"Show Low, AZ",OFS,Restaurant,Fast Food,desktop,Apple,Macintosh,,,G164,14,24hrs,0.0,0.0,0,0,683.99,81.0,Bag-In-Box,Fizz Factory,Strawberry Tart,CORE SPARKLING,640.0
54,600054536,2024-11-28 18:00:00,2024-12-26 18:00:00,"Draper, UT",Sideload,Workplace,Business Service,desktop,Google,Windows,4.0,MYCOKE360,G111,28,72hrs,4725.0,1350.0,1,0,682.71,44.0,Aluminum Can,Fizz Factory,Vanilla Caramel Swirl,CORE SPARKLING,12.0
55,600262468,2024-09-04 13:30:00,2024-09-11 13:30:00,,,,,,,,2.0,MYCOKE360,G267,7,24hrs,0.0,0.0,1,0,2732.4400000000005,66.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
56,500991110,2025-02-03 16:30:00,2025-02-10 16:30:00,,,,,,,,8.0,SALES REP,G261,7,48hrs,0.0,0.0,1,0,55547.71999999995,1777.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0
57,501764716,2025-01-22 16:30:00,2025-01-29 16:30:00,"Flagstaff, AZ",OFS,Restaurant,Dining,desktop,Google,Windows,2.0,SALES REP,G161,7,48hrs,38.0,8.0,1,0,2790.34,193.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,16.0
58,501534552,2024-06-24 16:00:00,2024-07-22 16:00:00,,,,,,,,,,G294,28,24hrs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0
59,600262468,2025-04-30 13:30:00,2025-05-07 13:30:00,"Albuquerque, NM",Rapid Delivery,Restaurant,Burger Fast Food,mobile,Apple,iOS,2.0,MYCOKE360,G267,7,24hrs,216.0,0.0,1,0,2732.4400000000005,66.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
60,501703205,2025-01-31 11:00:00,2025-02-14 11:00:00,,,,,,,,,,G291,14,24hrs,0.0,0.0,0,0,348.2199999999999,36.0,Plastic Bottle - Other,Fizz Factory,Vanilla Raspberry,CORE SPARKLING,16.0
61,600082770,2025-03-03 11:00:00,2025-03-10 11:00:00,,,,,,,,8.0,SALES REP,G143,7,24hrs,0.0,0.0,1,0,8438.610000000004,773.0,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),16.9
62,600261859,2025-01-20 11:00:00,2025-01-27 11:00:00,,,,,,,,3.0,SALES REP,G265,7,24hrs,0.0,0.0,1,0,2378.42,71.0,Bag-In-Box,Sam's,Orange,FRUIT/VEGETABLE STILL DRINKS,320.0
63,600259185,2025-02-07 10:30:00,2025-03-07 10:30:00,,,,,,,,,,G262,28,24hrs,0.0,0.0,0,0,470.9700000000001,36.0,Aluminum Can,Pete's Popcorn,Vanilla Raspberry,ENHANCED WATER BEVERAGES,12.0
64,500836720,2024-11-20 18:00:00,2024-11-27 18:00:00,"Draper, UT",Sideload,Restaurant,Restaurant,desktop,Google,Windows,2.0,MYCOKE360,G111,7,72hrs,0.0,0.0,1,0,11395.659999999994,319.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
65,501736945,2024-10-16 10:00:00,2024-10-23 10:00:00,,,,,,,,,,G264,7,24hrs,0.0,0.0,0,0,343.32,11.0,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0
66,501501047,2024-11-22 18:00:00,2024-11-29 18:00:00,,,,,,,,,,G111,7,72hrs,0.0,0.0,0,0,3007.2500000000005,129.0,Glass Bottle  - Other,Fizz Factory,Chocolate Fudge Brownie,PACKAGED WATER (PLAIN & ENRICHED),12.0
67,501327630,2024-06-05 14:00:00,2024-06-12 14:00:00,,,,,,,,,,G293,7,24hrs,0.0,0.0,0,0,2207.6599999999994,117.0,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
68,501006389,2025-02-03 10:30:00,2025-02-10 10:30:00,"Glendale, AZ",Rapid Delivery,Workplace,Business Service,desktop,Microsoft,Windows,3.0,MYCOKE360,G262,7,24hrs,918.0,0.0,1,0,1241.6999999999998,143.0,Bag-In-Box,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,23.0
69,600081810,2025-03-07 11:00:00,2025-04-04 11:00:00,"Boise, ID",Sideload,Restaurant,Pizza Fast Food,desktop,Google,Windows,2.0,MYCOKE360,G143,28,24hrs,658.0,564.0,1,0,2513.6,119.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
70,500396380,2024-06-20 14:00:00,2024-06-27 14:00:00,"Colorado Springs, CO",Sideload,Institution,Education,desktop,Microsoft,Windows,,,G238,7,24hrs,0.0,0.0,0,0,491.68,45.0,Plastic Bottle - Other,Fizz Factory,Ginger Snap,TEA,18.5
71,501763996,2025-01-16 11:00:00,2025-01-23 11:00:00,"Bellevue, WA",Sideload,Restaurant,Pizza Fast Food,desktop,Microsoft,Windows,,,G291,7,24hrs,0.0,0.0,0,0,798.08,291.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
72,501795333,2025-03-19 11:00:00,2025-04-02 11:00:00,,,,,,,,,,G143,14,24hrs,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0
73,501059238,2025-04-01 14:00:00,2025-04-29 14:00:00,"Pocatello, ID",Sideload,Institution,Government Office,desktop,Google,Windows,8.0,SALES REP,G142,28,24hrs,336.0,56.0,1,0,4216.05,222.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
74,600584817,2024-06-18 16:00:00,2024-06-25 16:00:00,,,,,,,,12.0,SALES REP,G294,7,24hrs,0.0,0.0,1,0,9089.460000000008,966.25,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0
75,600572139,2025-04-16 17:00:00,2025-04-23 17:00:00,"Spokane, WA",OFS,Distributor,Food Distributor,desktop,Microsoft,Windows,9.0,SALES REP,G281,7,,0.0,0.0,1,0,19828.369999999984,2622.0,Plastic Bottle - Other,Fizz Factory,Vanilla Latte,DAIRY/SOY BEVERAGES,12.0
76,501417808,2025-04-21 16:30:00,2025-04-28 16:30:00,,,,,,,,10.0,SALES REP,G161,7,48hrs,0.0,0.0,1,0,29308.04000000004,4117.0,Plastic Bottle - Other,Fizz Factory,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),20.0
77,501788999,2025-03-24 10:00:00,2025-04-07 10:00:00,,,,,,,,,,G121,14,24hrs,0.0,0.0,0,0,479.16,33.0,Aluminum Can,Bobby's Bottles,Vanilla Latte,CORE SPARKLING,0.0
78,600082386,2025-03-12 11:00:00,2025-03-26 11:00:00,,,,,,,,8.0,MYCOKE360,G143,14,24hrs,0.0,0.0,1,0,4365.599999999999,711.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,0.0
79,500953145,2024-12-18 12:00:00,2025-01-15 12:00:00,,,,,,,,2.0,CALL CENTER,G171,28,24hrs,0.0,0.0,1,0,1536.4399999999996,98.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Latte,ENHANCED WATER BEVERAGES,20.0
80,600582953,2024-10-25 14:00:00,2024-11-01 14:00:00,,,,,,,,,,G293,7,24hrs,0.0,0.0,0,0,1461.5199999999995,152.0,Aluminum Can,Fizz Factory,Vanilla Latte,CORE SPARKLING,16.0
81,501508595,2025-04-16 15:00:00,2025-04-23 15:00:00,"Pueblo, CO",Sideload,Restaurant,Pizza Fast Food,mobile,Samsung,Android,2.0,MYCOKE360,G237,7,24hrs,0.0,340.0,1,0,2747.7100000000005,104.0,Bag-In-Box,Fizz Factory,Tangerine,CORE SPARKLING,0.0
82,501520218,2024-07-08 11:00:00,2024-07-22 11:00:00,,,,,,,,,,G143,14,24hrs,0.0,0.0,0,0,103.43,4.0,Bag-In-Box,Pete's Popcorn,Maple,ENHANCED WATER BEVERAGES,320.0
83,501737500,2025-05-01 15:00:00,2025-05-29 15:00:00,"Johnstown, CO",OFS,Restaurant,Pizza Fast Food,desktop,Google,Windows,5.0,MYCOKE360,G235,28,24hrs,180.0,450.0,1,0,1774.54,149.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
84,600295041,2025-02-25 16:30:00,2025-03-25 16:30:00,,,,,,,,10.0,SALES REP,G261,28,48hrs,0.0,0.0,1,0,955.99,184.0,Bag-In-Box,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,23.0
85,500905379,2025-02-24 15:00:00,2025-03-24 15:00:00,,,,,,,,8.0,SALES REP,G236,28,24hrs,0.0,0.0,1,0,3422.8000000000006,353.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),0.0
86,501435157,2025-02-06 15:00:00,2025-02-20 15:00:00,"Denver, CO",OFS,Restaurant,Dining,desktop,Microsoft,Windows,4.0,MYCOKE360,G236,14,24hrs,459.0,0.0,1,0,4637.509999999998,360.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
87,501248816,2025-01-30 13:30:00,2025-02-27 13:30:00,"Albuquerque, NM",Rapid Delivery,Hotel,Motel,desktop,Microsoft,Windows,4.0,MYCOKE360,G267,28,24hrs,0.0,0.0,1,0,1860.539999999999,107.0,Plastic Bottle - Other,Pete's Popcorn,Vanilla Raspberry,CORE SPARKLING,20.0
88,501643299,2025-04-14 15:00:00,2025-04-21 15:00:00,"Johnstown, CO",OFS,Restaurant,Dining,desktop,Unknown,Windows,2.0,MYCOKE360,G235,7,24hrs,52.0,0.0,1,0,1087.6500000000003,44.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0
89,501737505,2025-05-01 15:00:00,2025-05-08 15:00:00,"Johnstown, CO",OFS,Restaurant,Pizza Fast Food,mobile,Apple,iOS,,,G235,7,24hrs,0.0,0.0,0,0,1856.4199999999998,148.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
90,500841921,2025-02-03 16:30:00,2025-02-10 16:30:00,"Tempe, AZ",Rapid Delivery,Attraction,Recreation Center,desktop,Apple,Macintosh,,,G261,7,48hrs,302.0,151.0,0,1,1796.9299999999998,126.0,Plastic Bottle - Other,Blueberry Hill,Vanilla Raspberry,PACKAGED WATER (PLAIN & ENRICHED),12.0
91,501544033,2024-06-24 11:00:00,2024-07-08 11:00:00,,,,,,,,1.0,MYCOKE LEGACY,G291,14,24hrs,0.0,0.0,1,0,783.48,28.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,320.0
92,600080845,2024-12-23 12:00:00,2025-01-06 12:00:00,,,,,,,,,,G171,14,24hrs,0.0,0.0,0,0,1163.68,32.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
93,600080483,2024-12-16 12:00:00,2024-12-23 12:00:00,,,,,,,,10.0,SALES REP,G171,7,24hrs,0.0,0.0,1,0,29604.529999999922,2394.0,Plastic Bottle - Other,Oliver Originals,Vanilla Latte,CORE SPARKLING,7.5
94,501734757,2024-10-18 14:00:00,2024-11-01 14:00:00,,,,,,,,,,G293,14,24hrs,0.0,0.0,0,0,339.82,22.0,Plastic Bottle - Contour,Fizz Factory,Vanilla Latte,CORE SPARKLING,20.0
95,600082040,2025-03-03 11:00:00,2025-03-31 11:00:00,"Boise, ID",Sideload,Workplace,General Retail,desktop,Google,Windows,10.0,MYCOKE360,G143,28,24hrs,294.0,0.0,1,0,545.05,292.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
96,600082311,2024-07-02 11:00:00,2024-07-09 11:00:00,,,,,,,,6.0,MYCOKE LEGACY,G143,7,24hrs,0.0,0.0,1,0,11324.27000000001,625.0,Plastic Bottle - Other,Fizz Factory,Ginger Snap,CORE SPARKLING,20.0
97,501373533,2025-02-04 16:30:00,2025-02-11 16:30:00,,,,,,,,,,G261,7,48hrs,0.0,0.0,0,0,716.0199999999999,61.0,Plastic Bottle - Contour,Oliver Originals,Vanilla Latte,CORE SPARKLING,20.0
98,500964005,2025-04-07 16:00:00,2025-05-05 16:00:00,,,,,,,,,,G263,28,24hrs,0.0,0.0,0,0,152.92000000000002,5.0,CO2 Tank,Fizz Factory,Tangerine,OTHER NONALCOHOLIC BEVERAGES,0.0
99,600061770,2025-05-13 15:00:00,2025-05-20 15:00:00,,,,,,,,,,G131,7,24hrs,0.0,0.0,0,0,2841.1299999999997,155.0,Aluminum Can,Oliver Originals,Vanilla Latte,CORE SPARKLING,12.0
100,600082478,2025-03-04 11:00:00,2025-03-11 11:00:00,,,,,,,,3.0,SALES REP,G143,7,24hrs,0.0,0.0,1,0,6355.939999999996,224.0,Bag-In-Box,Oliver Originals,Vanilla Latte,CORE SPARKLING,640.0
101,600083793,2025-04-22 14:30:00,2025-05-20 14:30:00,,,,,,,,,,G183,28,24hrs,0.0,0.0,0,0,868.9500000000002,48.0,Plastic Bottle - Other,Billy's Lemonade,Banana,CORE SPARKLING,20.0
102,501174310,2024-06-10 15:00:00,2024-06-17 15:00:00,,,,,,,,,,G236,7,24hrs,0.0,0.0,0,0,993.58,65.0,Aluminum Can,Fizz Factory,Vanilla Latte,ENERGY DRINKS,16.0
103,501452519,2024-06-18 14:00:00,2024-06-25 14:00:00,,,,,,,,,,G238,7,24hrs,0.0,0.0,0,0,939.0800000000003,31.0,Bag-In-Box,Sam's,Orange,FRUIT/VEGETABLE STILL DRINKS,320.0
