iter	Passed	Remaining
147	462	1100
148	465	1096
149	468	1092
150	470	1086
151	471	1080
152	473	1073
153	475	1067
154	477	1063
155	480	1058
156	482	1054
157	485	1051
158	487	1045
159	489	1039
160	490	1032
161	493	1029
162	495	1025
163	497	1019
164	499	1014
165	501	1009
166	503	1003
167	507	1002
168	511	1000
169	513	996
170	516	994
171	519	989
172	521	985
173	522	979
174	525	976
175	527	971
176	529	965
177	530	959
178	533	955
179	535	952
180	538	948
181	541	945
182	543	941
183	545	937
184	548	934
185	551	930
186	553	925
187	554	920
188	558	919
189	562	916
190	567	918
191	571	916
192	574	914
193	576	910
194	579	907
195	583	904
196	585	900
197	586	895
198	589	891
199	591	887
200	594	883
201	596	879
202	598	876
203	601	872
204	604	869
205	608	869
206	611	865
207	613	861
208	616	857
209	617	853
210	619	849
211	622	845
212	624	841
213	627	838
214	629	834
215	631	830
216	633	826
217	635	822
218	638	819
219	639	814
220	642	810
221	644	807
222	647	804
223	649	800
224	651	795
225	653	792
226	656	789
227	658	785
228	664	786
229	672	789
230	680	792
231	683	790
232	686	786
233	688	783
234	690	778
235	692	774
236	695	771
237	697	767
238	699	764
239	704	763
240	707	760
241	709	756
242	713	754
243	715	751
244	717	746
245	719	743
246	721	738
247	723	735
248	724	730
249	727	727
250	729	724
251	731	719
252	732	715
253	733	710
254	736	707
255	738	703
256	740	700
257	742	696
258	745	693
259	747	690
260	748	685
261	750	681
262	752	678
263	755	674
264	756	670
265	758	667
266	761	664
267	763	661
268	765	657
269	769	655
270	770	651
271	773	648
272	776	645
273	778	642
274	780	638
275	783	636
276	786	632
277	787	629
278	789	625
279	791	621
280	793	618
281	795	615
282	798	612
283	803	611
284	805	607
285	807	603
286	809	600
287	812	598
288	813	594
289	816	591
290	819	588
291	820	584
292	822	580
293	826	578
294	828	575
295	831	572
296	833	569
297	835	566
298	837	563
299	840	560
300	842	556
301	844	553
302	846	550
303	849	547
304	851	544
305	853	541
306	856	538
307	858	535
308	859	531
309	862	528
310	863	525
311	866	521
312	867	518
313	870	515
314	872	512
315	875	509
316	878	506
317	880	503
318	883	501
319	885	498
320	888	495
321	891	492
322	893	489
323	895	486
324	899	484
325	902	481
326	903	477
327	905	474
328	908	472
329	910	469
330	914	466
331	916	463
332	918	460
333	921	457
334	927	456
335	932	454
336	937	453
337	944	452
338	949	450
339	955	449
340	962	448
341	965	446
342	968	443
343	971	440
344	974	437
345	976	434
346	979	431
347	981	428
348	983	425
349	985	422
350	987	419
351	989	416
352	991	412
353	993	409
354	998	407
355	1001	405
356	1004	402
357	1006	399
358	1008	396
359	1011	393
360	1014	390
361	1015	387
362	1017	383
363	1018	380
364	1021	377
365	1024	375
366	1026	372
367	1029	369
368	1032	366
369	1035	363
370	1037	360
371	1040	357
372	1042	354
373	1044	352
374	1046	348
375	1048	345
376	1050	342
377	1052	339
378	1055	336
379	1057	334
380	1059	330
381	1062	328
382	1063	324
383	1066	322
384	1067	318
385	1070	316
386	1071	312
387	1074	310
388	1077	307
389	1079	304
390	1081	301
391	1084	298
392	1087	295
393	1090	293
394	1091	290
395	1095	287
396	1099	285
397	1101	282
398	1103	279
399	1105	276
400	1107	273
401	1109	270
402	1111	267
403	1113	264
404	1114	261
405	1116	258
406	1119	255
407	1121	252
408	1123	250
409	1126	247
410	1128	244
411	1130	241
412	1132	238
413	1135	235
414	1137	233
415	1140	230
416	1143	227
417	1145	224
418	1147	221
419	1149	219
420	1152	216
421	1154	213
422	1157	210
423	1160	207
424	1162	205
425	1164	202
426	1167	199
427	1170	196
428	1171	193
429	1175	191
430	1178	188
431	1180	185
432	1182	183
433	1184	180
434	1186	177
435	1198	175
436	1199	172
437	1201	170
438	1202	167
439	1204	164
440	1205	161
441	1207	158
442	1212	155
443	1217	153
444	1222	151
445	1228	148
446	1232	146
447	1238	143
448	1244	141
449	1249	138
450	1254	136
451	1260	133
452	1265	131
453	1270	128
454	1276	126
455	1281	123
456	1286	121
457	1291	118
458	1296	115
459	1302	113
460	1309	110
461	1315	108
462	1320	105
463	1326	102
464	1332	100
465	1338	97
466	1344	95
467	1350	92
468	1356	89
469	1362	86
470	1369	84
471	1378	81
472	1385	79
473	1393	76
474	1399	73
475	1405	70
476	1410	68
477	1418	65
478	1424	62
479	1430	59
480	1441	56
481	1447	54
482	1453	51
483	1459	48
484	1466	45
485	1472	42
486	1479	39
487	1485	36
488	1490	33
489	1499	30
490	1505	27
491	1512	24
492	1520	21
493	1525	18
494	1533	15
495	1539	12
496	1545	9
497	1552	6
498	1557	3
499	1565	0
